DateTime,Junction,Vehicles,ID,Year,Month,day_of_month,day_of_week,Date,Time,Quarter,day_of_year,Seconds
1446760800.0,1,21,20151105221,2015,11,5,3,4,22,4,309,79200
1446764400.0,1,21,20151105231,2015,11,5,3,4,23,4,309,82800
1446768000.0,1,16,20151106001,2015,11,6,4,5,0,4,310,0
1446771600.0,1,18,20151106011,2015,11,6,4,5,1,4,310,3600
1446775200.0,1,19,20151106021,2015,11,6,4,5,2,4,310,7200
1446778800.0,1,14,20151106031,2015,11,6,4,5,3,4,310,10800
1446782400.0,1,12,20151106041,2015,11,6,4,5,4,4,310,14400
1446786000.0,1,13,20151106051,2015,11,6,4,5,5,4,310,18000
1446789600.0,1,14,20151106061,2015,11,6,4,5,6,4,310,21600
1446793200.0,1,14,20151106071,2015,11,6,4,5,7,4,310,25200
1446796800.0,1,13,20151106081,2015,11,6,4,5,8,4,310,28800
1446800400.0,1,20,20151106091,2015,11,6,4,5,9,4,310,32400
1446804000.0,1,22,20151106101,2015,11,6,4,5,10,4,310,36000
1446807600.0,1,26,20151106111,2015,11,6,4,5,11,4,310,39600
1446811200.0,1,26,20151106121,2015,11,6,4,5,12,4,310,43200
1446814800.0,1,21,20151106131,2015,11,6,4,5,13,4,310,46800
1446818400.0,1,23,20151106141,2015,11,6,4,5,14,4,310,50400
1446822000.0,1,23,20151106151,2015,11,6,4,5,15,4,310,54000
1446825600.0,1,19,20151106161,2015,11,6,4,5,16,4,310,57600
1446829200.0,1,19,20151106171,2015,11,6,4,5,17,4,310,61200
1446832800.0,1,20,20151106181,2015,11,6,4,5,18,4,310,64800
1446836400.0,1,24,20151106191,2015,11,6,4,5,19,4,310,68400
1446840000.0,1,18,20151106201,2015,11,6,4,5,20,4,310,72000
1446843600.0,1,19,20151106211,2015,11,6,4,5,21,4,310,75600
1446847200.0,1,16,20151106221,2015,11,6,4,5,22,4,310,79200
1446850800.0,1,17,20151106231,2015,11,6,4,5,23,4,310,82800
1446854400.0,1,16,20151107001,2015,11,7,5,6,0,4,311,0
1446858000.0,1,16,20151107011,2015,11,7,5,6,1,4,311,3600
1446861600.0,1,10,20151107021,2015,11,7,5,6,2,4,311,7200
1446865200.0,1,9,20151107031,2015,11,7,5,6,3,4,311,10800
1446868800.0,1,8,20151107041,2015,11,7,5,6,4,4,311,14400
1446872400.0,1,7,20151107051,2015,11,7,5,6,5,4,311,18000
1446876000.0,1,9,20151107061,2015,11,7,5,6,6,4,311,21600
1446879600.0,1,8,20151107071,2015,11,7,5,6,7,4,311,25200
1446883200.0,1,12,20151107081,2015,11,7,5,6,8,4,311,28800
1446886800.0,1,13,20151107091,2015,11,7,5,6,9,4,311,32400
1446890400.0,1,17,20151107101,2015,11,7,5,6,10,4,311,36000
1446894000.0,1,14,20151107111,2015,11,7,5,6,11,4,311,39600
1446897600.0,1,14,20151107121,2015,11,7,5,6,12,4,311,43200
1446901200.0,1,14,20151107131,2015,11,7,5,6,13,4,311,46800
1446904800.0,1,14,20151107141,2015,11,7,5,6,14,4,311,50400
1446908400.0,1,11,20151107151,2015,11,7,5,6,15,4,311,54000
1446912000.0,1,15,20151107161,2015,11,7,5,6,16,4,311,57600
1446915600.0,1,13,20151107171,2015,11,7,5,6,17,4,311,61200
1446919200.0,1,12,20151107181,2015,11,7,5,6,18,4,311,64800
1446922800.0,1,17,20151107191,2015,11,7,5,6,19,4,311,68400
1446926400.0,1,18,20151107201,2015,11,7,5,6,20,4,311,72000
1446930000.0,1,17,20151107211,2015,11,7,5,6,21,4,311,75600
1446933600.0,1,16,20151107221,2015,11,7,5,6,22,4,311,79200
1446937200.0,1,15,20151107231,2015,11,7,5,6,23,4,311,82800
1446940800.0,1,13,20151108001,2015,11,8,6,7,0,4,312,0
1446944400.0,1,16,20151108011,2015,11,8,6,7,1,4,312,3600
1446948000.0,1,11,20151108021,2015,11,8,6,7,2,4,312,7200
1446951600.0,1,8,20151108031,2015,11,8,6,7,3,4,312,10800
1446955200.0,1,10,20151108041,2015,11,8,6,7,4,4,312,14400
1446958800.0,1,10,20151108051,2015,11,8,6,7,5,4,312,18000
1446962400.0,1,10,20151108061,2015,11,8,6,7,6,4,312,21600
1446966000.0,1,9,20151108071,2015,11,8,6,7,7,4,312,25200
1446969600.0,1,11,20151108081,2015,11,8,6,7,8,4,312,28800
1446973200.0,1,12,20151108091,2015,11,8,6,7,9,4,312,32400
1446976800.0,1,18,20151108101,2015,11,8,6,7,10,4,312,36000
1446980400.0,1,14,20151108111,2015,11,8,6,7,11,4,312,39600
1446984000.0,1,17,20151108121,2015,11,8,6,7,12,4,312,43200
1446987600.0,1,14,20151108131,2015,11,8,6,7,13,4,312,46800
1446991200.0,1,14,20151108141,2015,11,8,6,7,14,4,312,50400
1446994800.0,1,14,20151108151,2015,11,8,6,7,15,4,312,54000
1446998400.0,1,12,20151108161,2015,11,8,6,7,16,4,312,57600
1447002000.0,1,14,20151108171,2015,11,8,6,7,17,4,312,61200
1447005600.0,1,18,20151108181,2015,11,8,6,7,18,4,312,64800
1447009200.0,1,13,20151108191,2015,11,8,6,7,19,4,312,68400
1447012800.0,1,16,20151108201,2015,11,8,6,7,20,4,312,72000
1447016400.0,1,18,20151108211,2015,11,8,6,7,21,4,312,75600
1447020000.0,1,14,20151108221,2015,11,8,6,7,22,4,312,79200
1447023600.0,1,14,20151108231,2015,11,8,6,7,23,4,312,82800
1447027200.0,1,13,20151109001,2015,11,9,0,8,0,4,313,0
1447030800.0,1,15,20151109011,2015,11,9,0,8,1,4,313,3600
1447034400.0,1,11,20151109021,2015,11,9,0,8,2,4,313,7200
1447038000.0,1,10,20151109031,2015,11,9,0,8,3,4,313,10800
1447041600.0,1,9,20151109041,2015,11,9,0,8,4,4,313,14400
1447045200.0,1,8,20151109051,2015,11,9,0,8,5,4,313,18000
1447048800.0,1,8,20151109061,2015,11,9,0,8,6,4,313,21600
1447052400.0,1,10,20151109071,2015,11,9,0,8,7,4,313,25200
1447056000.0,1,11,20151109081,2015,11,9,0,8,8,4,313,28800
1447059600.0,1,17,20151109091,2015,11,9,0,8,9,4,313,32400
1447063200.0,1,19,20151109101,2015,11,9,0,8,10,4,313,36000
1447066800.0,1,22,20151109111,2015,11,9,0,8,11,4,313,39600
1447070400.0,1,23,20151109121,2015,11,9,0,8,12,4,313,43200
1447074000.0,1,23,20151109131,2015,11,9,0,8,13,4,313,46800
1447077600.0,1,24,20151109141,2015,11,9,0,8,14,4,313,50400
1447081200.0,1,24,20151109151,2015,11,9,0,8,15,4,313,54000
1447084800.0,1,19,20151109161,2015,11,9,0,8,16,4,313,57600
1447088400.0,1,19,20151109171,2015,11,9,0,8,17,4,313,61200
1447092000.0,1,20,20151109181,2015,11,9,0,8,18,4,313,64800
1447095600.0,1,31,20151109191,2015,11,9,0,8,19,4,313,68400
1447099200.0,1,25,20151109201,2015,11,9,0,8,20,4,313,72000
1447102800.0,1,35,20151109211,2015,11,9,0,8,21,4,313,75600
1447106400.0,1,21,20151109221,2015,11,9,0,8,22,4,313,79200
1447110000.0,1,24,20151109231,2015,11,9,0,8,23,4,313,82800
1447113600.0,1,19,20151110001,2015,11,10,1,9,0,4,314,0
1447117200.0,1,19,20151110011,2015,11,10,1,9,1,4,314,3600
1447120800.0,1,18,20151110021,2015,11,10,1,9,2,4,314,7200
1447124400.0,1,17,20151110031,2015,11,10,1,9,3,4,314,10800
1447128000.0,1,12,20151110041,2015,11,10,1,9,4,4,314,14400
1447131600.0,1,10,20151110051,2015,11,10,1,9,5,4,314,18000
1447135200.0,1,14,20151110061,2015,11,10,1,9,6,4,314,21600
1447138800.0,1,15,20151110071,2015,11,10,1,9,7,4,314,25200
1447142400.0,1,14,20151110081,2015,11,10,1,9,8,4,314,28800
1447146000.0,1,34,20151110091,2015,11,10,1,9,9,4,314,32400
1447149600.0,1,40,20151110101,2015,11,10,1,9,10,4,314,36000
1447153200.0,1,38,20151110111,2015,11,10,1,9,11,4,314,39600
1447156800.0,1,36,20151110121,2015,11,10,1,9,12,4,314,43200
1447160400.0,1,27,20151110131,2015,11,10,1,9,13,4,314,46800
1447164000.0,1,48,20151110141,2015,11,10,1,9,14,4,314,50400
1447167600.0,1,43,20151110151,2015,11,10,1,9,15,4,314,54000
1447171200.0,1,41,20151110161,2015,11,10,1,9,16,4,314,57600
1447174800.0,1,35,20151110171,2015,11,10,1,9,17,4,314,61200
1447178400.0,1,40,20151110181,2015,11,10,1,9,18,4,314,64800
1447182000.0,1,40,20151110191,2015,11,10,1,9,19,4,314,68400
1447185600.0,1,40,20151110201,2015,11,10,1,9,20,4,314,72000
1447189200.0,1,36,20151110211,2015,11,10,1,9,21,4,314,75600
1447192800.0,1,37,20151110221,2015,11,10,1,9,22,4,314,79200
1447196400.0,1,35,20151110231,2015,11,10,1,9,23,4,314,82800
1447200000.0,1,28,20151111001,2015,11,11,2,10,0,4,315,0
1447203600.0,1,25,20151111011,2015,11,11,2,10,1,4,315,3600
1447207200.0,1,19,20151111021,2015,11,11,2,10,2,4,315,7200
1447210800.0,1,21,20151111031,2015,11,11,2,10,3,4,315,10800
1447214400.0,1,20,20151111041,2015,11,11,2,10,4,4,315,14400
1447218000.0,1,15,20151111051,2015,11,11,2,10,5,4,315,18000
1447221600.0,1,17,20151111061,2015,11,11,2,10,6,4,315,21600
1447225200.0,1,14,20151111071,2015,11,11,2,10,7,4,315,25200
1447228800.0,1,19,20151111081,2015,11,11,2,10,8,4,315,28800
1447232400.0,1,22,20151111091,2015,11,11,2,10,9,4,315,32400
1447236000.0,1,30,20151111101,2015,11,11,2,10,10,4,315,36000
1447239600.0,1,26,20151111111,2015,11,11,2,10,11,4,315,39600
1447243200.0,1,26,20151111121,2015,11,11,2,10,12,4,315,43200
1447246800.0,1,23,20151111131,2015,11,11,2,10,13,4,315,46800
1447250400.0,1,23,20151111141,2015,11,11,2,10,14,4,315,50400
1447254000.0,1,24,20151111151,2015,11,11,2,10,15,4,315,54000
1447257600.0,1,22,20151111161,2015,11,11,2,10,16,4,315,57600
1447261200.0,1,24,20151111171,2015,11,11,2,10,17,4,315,61200
1447264800.0,1,26,20151111181,2015,11,11,2,10,18,4,315,64800
1447268400.0,1,27,20151111191,2015,11,11,2,10,19,4,315,68400
1447272000.0,1,22,20151111201,2015,11,11,2,10,20,4,315,72000
1447275600.0,1,23,20151111211,2015,11,11,2,10,21,4,315,75600
1447279200.0,1,22,20151111221,2015,11,11,2,10,22,4,315,79200
1447282800.0,1,22,20151111231,2015,11,11,2,10,23,4,315,82800
1447286400.0,1,22,20151112001,2015,11,12,3,11,0,4,316,0
1447290000.0,1,17,20151112011,2015,11,12,3,11,1,4,316,3600
1447293600.0,1,15,20151112021,2015,11,12,3,11,2,4,316,7200
1447297200.0,1,12,20151112031,2015,11,12,3,11,3,4,316,10800
1447300800.0,1,13,20151112041,2015,11,12,3,11,4,4,316,14400
1447304400.0,1,9,20151112051,2015,11,12,3,11,5,4,316,18000
1447308000.0,1,14,20151112061,2015,11,12,3,11,6,4,316,21600
1447311600.0,1,13,20151112071,2015,11,12,3,11,7,4,316,25200
1447315200.0,1,15,20151112081,2015,11,12,3,11,8,4,316,28800
1447318800.0,1,27,20151112091,2015,11,12,3,11,9,4,316,32400
1447322400.0,1,39,20151112101,2015,11,12,3,11,10,4,316,36000
1447326000.0,1,40,20151112111,2015,11,12,3,11,11,4,316,39600
1447329600.0,1,36,20151112121,2015,11,12,3,11,12,4,316,43200
1447333200.0,1,34,20151112131,2015,11,12,3,11,13,4,316,46800
1447336800.0,1,33,20151112141,2015,11,12,3,11,14,4,316,50400
1447340400.0,1,28,20151112151,2015,11,12,3,11,15,4,316,54000
1447344000.0,1,30,20151112161,2015,11,12,3,11,16,4,316,57600
1447347600.0,1,26,20151112171,2015,11,12,3,11,17,4,316,61200
1447351200.0,1,30,20151112181,2015,11,12,3,11,18,4,316,64800
1447354800.0,1,35,20151112191,2015,11,12,3,11,19,4,316,68400
1447358400.0,1,38,20151112201,2015,11,12,3,11,20,4,316,72000
1447362000.0,1,34,20151112211,2015,11,12,3,11,21,4,316,75600
1447365600.0,1,30,20151112221,2015,11,12,3,11,22,4,316,79200
1447369200.0,1,27,20151112231,2015,11,12,3,11,23,4,316,82800
1447372800.0,1,24,20151113001,2015,11,13,4,12,0,4,317,0
1447376400.0,1,21,20151113011,2015,11,13,4,12,1,4,317,3600
1447380000.0,1,16,20151113021,2015,11,13,4,12,2,4,317,7200
1447383600.0,1,16,20151113031,2015,11,13,4,12,3,4,317,10800
1447387200.0,1,13,20151113041,2015,11,13,4,12,4,4,317,14400
1447390800.0,1,11,20151113051,2015,11,13,4,12,5,4,317,18000
1447394400.0,1,13,20151113061,2015,11,13,4,12,6,4,317,21600
1447398000.0,1,15,20151113071,2015,11,13,4,12,7,4,317,25200
1447401600.0,1,17,20151113081,2015,11,13,4,12,8,4,317,28800
1447405200.0,1,18,20151113091,2015,11,13,4,12,9,4,317,32400
1447408800.0,1,24,20151113101,2015,11,13,4,12,10,4,317,36000
1447412400.0,1,41,20151113111,2015,11,13,4,12,11,4,317,39600
1447416000.0,1,29,20151113121,2015,11,13,4,12,12,4,317,43200
1447419600.0,1,25,20151113131,2015,11,13,4,12,13,4,317,46800
1447423200.0,1,25,20151113141,2015,11,13,4,12,14,4,317,50400
1447426800.0,1,26,20151113151,2015,11,13,4,12,15,4,317,54000
1447430400.0,1,25,20151113161,2015,11,13,4,12,16,4,317,57600
1447434000.0,1,24,20151113171,2015,11,13,4,12,17,4,317,61200
1447437600.0,1,26,20151113181,2015,11,13,4,12,18,4,317,64800
1447441200.0,1,24,20151113191,2015,11,13,4,12,19,4,317,68400
1447444800.0,1,28,20151113201,2015,11,13,4,12,20,4,317,72000
1447448400.0,1,22,20151113211,2015,11,13,4,12,21,4,317,75600
1447452000.0,1,23,20151113221,2015,11,13,4,12,22,4,317,79200
1447455600.0,1,18,20151113231,2015,11,13,4,12,23,4,317,82800
1447459200.0,1,21,20151114001,2015,11,14,5,13,0,4,318,0
1447462800.0,1,20,20151114011,2015,11,14,5,13,1,4,318,3600
1447466400.0,1,15,20151114021,2015,11,14,5,13,2,4,318,7200
1447470000.0,1,13,20151114031,2015,11,14,5,13,3,4,318,10800
1447473600.0,1,10,20151114041,2015,11,14,5,13,4,4,318,14400
1447477200.0,1,10,20151114051,2015,11,14,5,13,5,4,318,18000
1447480800.0,1,12,20151114061,2015,11,14,5,13,6,4,318,21600
1447484400.0,1,9,20151114071,2015,11,14,5,13,7,4,318,25200
1447488000.0,1,11,20151114081,2015,11,14,5,13,8,4,318,28800
1447491600.0,1,15,20151114091,2015,11,14,5,13,9,4,318,32400
1447495200.0,1,16,20151114101,2015,11,14,5,13,10,4,318,36000
1447498800.0,1,16,20151114111,2015,11,14,5,13,11,4,318,39600
1447502400.0,1,12,20151114121,2015,11,14,5,13,12,4,318,43200
1447506000.0,1,11,20151114131,2015,11,14,5,13,13,4,318,46800
1447509600.0,1,14,20151114141,2015,11,14,5,13,14,4,318,50400
1447513200.0,1,16,20151114151,2015,11,14,5,13,15,4,318,54000
1447516800.0,1,18,20151114161,2015,11,14,5,13,16,4,318,57600
1447520400.0,1,13,20151114171,2015,11,14,5,13,17,4,318,61200
1447524000.0,1,17,20151114181,2015,11,14,5,13,18,4,318,64800
1447527600.0,1,15,20151114191,2015,11,14,5,13,19,4,318,68400
1447531200.0,1,19,20151114201,2015,11,14,5,13,20,4,318,72000
1447534800.0,1,15,20151114211,2015,11,14,5,13,21,4,318,75600
1447538400.0,1,19,20151114221,2015,11,14,5,13,22,4,318,79200
1447542000.0,1,15,20151114231,2015,11,14,5,13,23,4,318,82800
1447545600.0,1,15,20151115001,2015,11,15,6,14,0,4,319,0
1447549200.0,1,13,20151115011,2015,11,15,6,14,1,4,319,3600
1447552800.0,1,14,20151115021,2015,11,15,6,14,2,4,319,7200
1447556400.0,1,10,20151115031,2015,11,15,6,14,3,4,319,10800
1447560000.0,1,8,20151115041,2015,11,15,6,14,4,4,319,14400
1447563600.0,1,9,20151115051,2015,11,15,6,14,5,4,319,18000
1447567200.0,1,9,20151115061,2015,11,15,6,14,6,4,319,21600
1447570800.0,1,9,20151115071,2015,11,15,6,14,7,4,319,25200
1447574400.0,1,9,20151115081,2015,11,15,6,14,8,4,319,28800
1447578000.0,1,16,20151115091,2015,11,15,6,14,9,4,319,32400
1447581600.0,1,18,20151115101,2015,11,15,6,14,10,4,319,36000
1447585200.0,1,18,20151115111,2015,11,15,6,14,11,4,319,39600
1447588800.0,1,17,20151115121,2015,11,15,6,14,12,4,319,43200
1447592400.0,1,18,20151115131,2015,11,15,6,14,13,4,319,46800
1447596000.0,1,14,20151115141,2015,11,15,6,14,14,4,319,50400
1447599600.0,1,15,20151115151,2015,11,15,6,14,15,4,319,54000
1447603200.0,1,13,20151115161,2015,11,15,6,14,16,4,319,57600
1447606800.0,1,15,20151115171,2015,11,15,6,14,17,4,319,61200
1447610400.0,1,19,20151115181,2015,11,15,6,14,18,4,319,64800
1447614000.0,1,18,20151115191,2015,11,15,6,14,19,4,319,68400
1447617600.0,1,21,20151115201,2015,11,15,6,14,20,4,319,72000
1447621200.0,1,17,20151115211,2015,11,15,6,14,21,4,319,75600
1447624800.0,1,17,20151115221,2015,11,15,6,14,22,4,319,79200
1447628400.0,1,15,20151115231,2015,11,15,6,14,23,4,319,82800
1447632000.0,1,17,20151116001,2015,11,16,0,15,0,4,320,0
1447635600.0,1,14,20151116011,2015,11,16,0,15,1,4,320,3600
1447639200.0,1,13,20151116021,2015,11,16,0,15,2,4,320,7200
1447642800.0,1,15,20151116031,2015,11,16,0,15,3,4,320,10800
1447646400.0,1,12,20151116041,2015,11,16,0,15,4,4,320,14400
1447650000.0,1,12,20151116051,2015,11,16,0,15,5,4,320,18000
1447653600.0,1,13,20151116061,2015,11,16,0,15,6,4,320,21600
1447657200.0,1,14,20151116071,2015,11,16,0,15,7,4,320,25200
1447660800.0,1,13,20151116081,2015,11,16,0,15,8,4,320,28800
1447664400.0,1,16,20151116091,2015,11,16,0,15,9,4,320,32400
1447668000.0,1,26,20151116101,2015,11,16,0,15,10,4,320,36000
1447671600.0,1,21,20151116111,2015,11,16,0,15,11,4,320,39600
1447675200.0,1,26,20151116121,2015,11,16,0,15,12,4,320,43200
1447678800.0,1,24,20151116131,2015,11,16,0,15,13,4,320,46800
1447682400.0,1,26,20151116141,2015,11,16,0,15,14,4,320,50400
1447686000.0,1,22,20151116151,2015,11,16,0,15,15,4,320,54000
1447689600.0,1,24,20151116161,2015,11,16,0,15,16,4,320,57600
1447693200.0,1,26,20151116171,2015,11,16,0,15,17,4,320,61200
1447696800.0,1,23,20151116181,2015,11,16,0,15,18,4,320,64800
1447700400.0,1,29,20151116191,2015,11,16,0,15,19,4,320,68400
1447704000.0,1,31,20151116201,2015,11,16,0,15,20,4,320,72000
1447707600.0,1,27,20151116211,2015,11,16,0,15,21,4,320,75600
1447711200.0,1,27,20151116221,2015,11,16,0,15,22,4,320,79200
1447714800.0,1,26,20151116231,2015,11,16,0,15,23,4,320,82800
1447718400.0,1,23,20151117001,2015,11,17,1,16,0,4,321,0
1447722000.0,1,21,20151117011,2015,11,17,1,16,1,4,321,3600
